"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"MYLK",4.12506958748135e-277,0.687039614211066,0.415,0.141,1.78623763277118e-272
"NAV2",1.47695905540533e-276,0.626176132151564,0.787,0.429,6.39552810171614e-272
"ROBO2",2.26553369087445e-275,0.906276202901551,0.431,0.15,9.81021398822455e-271
"TRPS1",7.97751561048121e-275,0.845668501774306,0.781,0.457,3.45442380965057e-270
"KCNN3",5.31562547669333e-274,0.751347320385353,0.585,0.249,2.30177214391774e-269
"GAN",7.10643775307504e-274,0.949150207421724,0.493,0.206,3.07722967583656e-269
"AC092691.1",8.01557155140808e-274,0.620986668606275,0.648,0.263,3.47090279319073e-269
"NTRK2",8.14456622839805e-273,0.723257163929404,0.848,0.456,3.52676006822092e-268
"CLU",6.00083451493628e-271,0.713569620015466,0.922,0.543,2.59848136165771e-266
"SLCO3A1",6.02031922102671e-270,0.72619105060444,0.364,0.113,2.60691862908898e-265
"AC006059.1",2.52625275396304e-269,0.950373716037785,0.372,0.125,1.09391796752108e-264
"MATN2",2.63053759062462e-265,0.692542334729092,0.32,0.092,1.13907538749227e-260
"ANK2",3.77908362233097e-264,0.724541522364023,0.831,0.486,1.63641879014176e-259
"PBX1",8.70511930640707e-263,0.755373245898906,0.621,0.279,3.76949076206039e-258
"NFIX",2.44723211063961e-262,0.675192195633086,0.436,0.161,1.05970044854917e-257
"CD109",1.6119023094306e-261,0.765371126095183,0.318,0.096,6.97985938029639e-257
"DAAM1",5.30284188732854e-259,0.732995072818897,0.708,0.365,2.29623659405101e-254
"GYG2",8.75131593607281e-258,0.691486742290089,0.272,0.071,3.78949482663825e-253
"IGFBP7",2.87799097082762e-256,0.883896942205968,0.496,0.204,1.24622765018778e-251
"APC2",3.35467450609336e-255,0.697589588374516,0.43,0.156,1.45264115462855e-250
"BMPR1B",1.11751718487815e-254,0.629465790975559,0.671,0.303,4.83907291395937e-250
"PITPNC1",4.39215947870185e-254,0.702702567015344,0.809,0.462,1.90189289746747e-249
"LRP1B",1.80816336228094e-253,0.612144073324441,0.812,0.412,7.82970899134891e-249
"PCDH9",7.77677159196663e-252,0.623387775414281,0.919,0.579,3.36749763475339e-247
"CALD1",1.10144011620593e-251,0.65510503693352,0.395,0.138,4.76945599119491e-247
"AGBL4",5.52763611827596e-250,0.464836653585438,0.57,0.249,2.39357699193586e-245
"GRIK4",5.53712089677876e-249,0.740268823377631,0.374,0.129,2.39768409072314e-244
"CCDC14",9.62605112743313e-249,0.763511473275572,0.409,0.15,4.1682726592011e-244
